ID_Frase,Frase_Original,N_Perturbacoes,Estabilidade_Jaccard,Top_Palavras,Explicacao_SLM
60,Vc compra um kit com 20 cuecas mas só te enviam 10. Muito descepcionante fora a função que dá pra reaver o dindin novamente.,100,0.6,"[np.str_('Muito'), np.str_('função'), np.str_('kit'), np.str_('fora')]","Com base nos pesos calculados pelo LIME, a frase expressa uma sensação negativa, pois as palavras com pesos mais baixos, como ""kit"" (-0.0352) e ""fora"" (-0.0306), têm um impacto mais forte na classificação. A palavra ""Muito"" com seu peso positivo (0.0409) e ""função"" (0.0365) tentam puxar a frase para um sentimento positivo, mas esses pesos são insuficientes para contrabalançar os pesos negativos. Portanto, o modelo decidiu que a frase é negativa, refletindo a desilusão do usuário com a quantidade insuficiente de cuecas enviadas e a dificuldade em reaver o dinheiro."
60,Vc compra um kit com 20 cuecas mas só te enviam 10. Muito descepcionante fora a função que dá pra reaver o dindin novamente.,200,0.6,"[np.str_('Muito'), np.str_('função'), np.str_('kit'), np.str_('só')]","Com base nos pesos calculados pelo LIME, a frase expressa uma sensação predominantemente negativa. A palavra ""kit"" tem um peso negativo, indicando que ela contribui para a classificação negativa. Embora as palavras ""Muito"" e ""função"" tenham pesos levemente positivos, eles são insuficientes para contrabalançar o peso negativo de ""kit"". A palavra ""só"" também contribui ligeiramente para a classificação positiva, mas não é o suficiente para mudar o sentimento geral da frase. Portanto, o modelo classificou essa frase como negativa devido à predominância do peso negativo associado ao termo ""kit"" e à insuficiência dos pesos positivos das outras palavras."
60,Vc compra um kit com 20 cuecas mas só te enviam 10. Muito descepcionante fora a função que dá pra reaver o dindin novamente.,500,0.6,"[np.str_('Muito'), np.str_('função'), np.str_('kit'), np.str_('fora')]","Com base nos pesos calculados pelo LIME, a frase expressa uma sensação predominantemente negativa. A palavra ""kit"" tem um peso negativo, indicando que ela contribui para a classificação negativa. Além disso, as palavras ""fora"" e ""função"" também têm pesos negativos, embora menores, reforçando a impressão geral. A única palavra com peso positivo, ""Muito"", é muito fraca em comparação com os pesos negativos, não sendo suficiente para mudar a classificação final. Portanto, o modelo decidiu que a frase é negativa."
60,Vc compra um kit com 20 cuecas mas só te enviam 10. Muito descepcionante fora a função que dá pra reaver o dindin novamente.,1000,0.6,"[np.str_('Muito'), np.str_('função'), np.str_('kit'), np.str_('só')]","Com base nos pesos calculados pelo LIME, a frase parece negativa porque a palavra ""só"" tem um peso positivo leve, mas as palavras ""kit"" e ""função"" têm pesos negativos mais significativos. A palavra ""Muito"" também contribui com um peso positivo, mas não é o suficiente para contrabalançar os efeitos dos outros termos. Portanto, a frase foi classificada como negativa devido à predominância dos pesos negativos."
61,"Gostei muito é  o que eu espera, superou minhas expectativas!",10,0.0,"[np.str_('expectativas'), np.str_('minhas'), np.str_('Gostei'), np.str_('que')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras com pesos mais positivos são ""Gostei"" e ""expectativas"", embora os valores sejam muito próximos. A frase expressa que você gostou muito e que a experiência superou suas expectativas, o que é um sentimento positivo. Apesar dos pesos serem baixos, a combinação dessas palavras positivas indica que o modelo classificou essa frase como positiva."
61,"Gostei muito é  o que eu espera, superou minhas expectativas!",50,0.3333333333333333,"[np.str_('Gostei'), np.str_('espera'), np.str_('muito'), np.str_('expectativas')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase é predominantemente positiva. A palavra ""Gostei"" tem um peso positivo de 0.0329, indicando uma opinião favorável. Embora ""espera"" tenha um peso negativo igual ao de ""Gostei"", o peso de ""muito"" (0.0257) e ""expectativas"" (0.0216) são levemente positivos e reforçam a ideia de satisfação. Portanto, a frase é classificada como positiva, pois as palavras com pesos mais altos são positivas e a palavra com peso negativo não é tão influente quanto as positivas."
61,"Gostei muito é  o que eu espera, superou minhas expectativas!",100,1.0,"[np.str_('Gostei'), np.str_('espera'), np.str_('expectativas'), np.str_('muito')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase é predominantemente positiva. A palavra ""Gostei"" tem um peso positivo de 0.0530, indicando uma opinião favorável. Embora ""espera"" tenha um peso negativo, o valor é menor que o de ""Gostei"", e as palavras ""muito"" e ""expectativas"" também contribuem ligeiramente para o sentimento positivo. Portanto, a frase foi classificada como positiva, pois as palavras com pesos mais altos são fortemente positivas."
61,"Gostei muito é  o que eu espera, superou minhas expectativas!",200,1.0,"[np.str_('espera'), np.str_('Gostei'), np.str_('expectativas'), np.str_('muito')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase é predominantemente positiva. A palavra ""Gostei"" tem um peso ligeiramente positivo (0.0384), e ""muito"" e ""expectativas"" também contribuem positivamente, embora com menores pesos. Embora ""espera"" tenha um peso negativo (-0.0407), o impacto geral dos termos positivos é maior, resultando numa classificação de sentimento positivo. Portanto, o modelo entendeu que a frase expressa uma opinião favorável, superando as expectativas do usuário."
61,"Gostei muito é  o que eu espera, superou minhas expectativas!",500,1.0,"[np.str_('espera'), np.str_('Gostei'), np.str_('expectativas'), np.str_('muito')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase tem elementos positivos e negativos, mas os pesos positivos são ligeiramente mais fortes. A palavra ""Gostei"" tem um peso positivo de 0.0414, indicando um sentimento positivo. Embora a palavra ""espera"" tenha um peso negativo de -0.0437, os pesos das palavras positivas como ""muito"" (0.0277) e ""expectativas"" (0.0315) ajudam a equilibrar isso. Portanto, o modelo decidiu que o sentimento geral da frase é ligeiramente positivo, pois as palavras positivas têm um pequeno peso superior aos negativos."
61,"Gostei muito é  o que eu espera, superou minhas expectativas!",1000,1.0,"[np.str_('espera'), np.str_('Gostei'), np.str_('expectativas'), np.str_('muito')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase tem uma tendência ligeiramente positiva. A palavra ""Gostei"" tem um peso positivo de 0.0460, indicando um sentimento positivo. Embora ""espera"" tenha um peso negativo de -0.0466, os pesos das palavras ""muito"", ""expectativas"" e ""superou"" são mais leves e positivos, contribuindo para um sentimento geral positivo. Portanto, o modelo decidiu que a frase é positiva, apesar do pequeno peso negativo de ""espera""."
62,Fiz minha compra dia 30 abril e até o momento não recebi estou decepcionado,10,0.0,"[np.str_('não'), np.str_('abril'), np.str_('decepcionado'), np.str_('Fiz')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase está fortemente influenciada por palavras negativas. A palavra ""decepcionado"" tem o maior peso negativo, seguido por ""não"". Essas palavras indicam que o usuário está sentindo descontentamento com a situação, o que contribui para a classificação geral como negativa."
62,Fiz minha compra dia 30 abril e até o momento não recebi estou decepcionado,50,0.14285714285714285,"[np.str_('não'), np.str_('recebi'), np.str_('até'), np.str_('momento')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase está pesando fortemente para o sentimento negativo. As palavras ""não recebi"" têm pesos negativos significativos (-0.2035 e -0.0873), o que indica que a falta de recebimento é um fator importante na sua decepção. A expressão ""até o momento"" também contribui ligeiramente para o sentimento negativo (-0.0846), sugerindo que a situação continua desfavorável. Juntos, esses elementos formam uma imagem de insatisfação e espera não atendida."
62,Fiz minha compra dia 30 abril e até o momento não recebi estou decepcionado,100,0.6,"[np.str_('não'), np.str_('recebi'), np.str_('até'), np.str_('decepcionado')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase expressa sentimentos negativos. Palavras como ""não recebi"" e ""decepcionado"" têm pesos significativamente negativos, indicando que o usuário está insatisfeito com a situação. Esses pesos baixos puxam a classificação para a categoria Negativa, refletindo a decepção expressa na frase."
62,Fiz minha compra dia 30 abril e até o momento não recebi estou decepcionado,200,0.6,"[np.str_('não'), np.str_('recebi'), np.str_('até'), np.str_('momento')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase expressa sentimentos negativos. As palavras ""não"" e ""recebi"" têm pesos negativos significativos (-0.2297 e -0.0999, respectivamente), indicando que não receber a compra é uma preocupação para o usuário. Além disso, a expressão ""até o momento"" (peso -0.0707) sugere que a situação continua negativa. Esses elementos juntos fazem com que o modelo classifique a frase como negativa, refletindo a decepção do usuário."
62,Fiz minha compra dia 30 abril e até o momento não recebi estou decepcionado,500,0.6,"[np.str_('não'), np.str_('recebi'), np.str_('até'), np.str_('abril')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase expressa sentimentos negativos. Palavras como ""não"" e ""recebi"" têm pesos negativos significativos (-0.2293 e -0.1067, respectivamente), indicando que não receber a compra é uma preocupação importante para o usuário. A palavra ""até"" tem um peso leve negativo, sugerindo que o não recebimento continua até agora. Embora ""abril"" tenha um peso positivo leve, os termos negativos dominam, fazendo com que o sentimento geral da frase seja negativo."
62,Fiz minha compra dia 30 abril e até o momento não recebi estou decepcionado,1000,0.6,"[np.str_('não'), np.str_('recebi'), np.str_('até'), np.str_('momento')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase expressa sentimentos negativos. Palavras como ""não"" e ""recebi"" têm pesos negativos significativos (-0.2248 e -0.1028, respectivamente), indicando que não receber a compra é um ponto crucial que puxa o sentimento para a classe Negativa. Embora ""até"" e ""momento"" tenham pesos levemente positivos, eles não são suficientemente fortes para contrabalançar o impacto dos termos negativos, resultando em um sentimento geral de decepção."
63,"Peguei dois bebedouros e os dois vieram com a mangueira furada fora o dinheiro que teve que gastar para embrulhar os dois para mandar para os Correios, minha opinião é quem vai comprar não compre",10,0.0,"[np.str_('mangueira'), np.str_('dois'), np.str_('vieram'), np.str_('bebedouros')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""mangueira"" e ""bebedouros"" têm pesos negativos, indicando que elas contribuem para um sentimento negativo. Além disso, a palavra ""vieram"" também tem um peso negativo ligeiramente menor. Esses pesos negativos, especialmente os relacionados a ""mangueira"" e ""bebedouros"", sugerem que o modelo considera esses elementos como problemas na compra, o que contribui para a classificação geral como negativa."
63,"Peguei dois bebedouros e os dois vieram com a mangueira furada fora o dinheiro que teve que gastar para embrulhar os dois para mandar para os Correios, minha opinião é quem vai comprar não compre",50,0.3333333333333333,"[np.str_('dois'), np.str_('não'), np.str_('dinheiro'), np.str_('vieram')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase tem elementos que indicam um sentimento negativo. A palavra ""não"" e ""dinheiro"" têm pesos negativos significativos, sugerindo que o usuário está insatisfeito com o gasto. Além disso, a palavra ""dois"" tem um peso ligeiramente positivo, mas não é suficiente para contrabalançar os pesos negativos das outras palavras. Portanto, o modelo decidiu que a frase tem um sentimento negativo, refletindo a insatisfação do usuário com a qualidade dos bebedouros e o gasto adicional necessário para enviá-los."
63,"Peguei dois bebedouros e os dois vieram com a mangueira furada fora o dinheiro que teve que gastar para embrulhar os dois para mandar para os Correios, minha opinião é quem vai comprar não compre",100,1.0,"[np.str_('dois'), np.str_('não'), np.str_('dinheiro'), np.str_('vieram')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase tem elementos que indicam um sentimento negativo. A palavra ""não"" tem um peso negativo significativo (-0.1195), sugerindo que a frase expressa rejeição ou desaprovação. Além disso, as palavras ""dinheiro"" e ""furada"" também têm pesos negativos, indicando que o usuário se sente inconformado com o gasto desnecessário e o problema com os bebedouros. Esses fatores juntos ajudam a explicar por que o modelo classificou essa frase como negativa."
